idx.1,idx,idx.1,quote,people,educ_inst
8953,6883,8953,"'Like most every other aspect of this pandemic the most predictable thing is the unpredictability,” said Professor Markel, the historian and physician from the University of Michigan.'",['Markel'],University of Michigan
8976,6896,8976,"'He uses some of what might be called the official style, with voice over narratives and a sense of moral justice,” said Zhen Zhang, a professor of film studies at New York University.'",['Zhen Zhang'],New York University
8994,6907,8994,"'Jacksonville — Duval County — is a swing city in a swing state,” said State Senator Audrey Gibson, the Democratic majority leader, who represents the city.'",['Audrey Gibson'],Pennsylvania State University
9071,6941,9071,"'“Cities have a window of opportunity to make changes and keep the cleaner air they saw during the lockdowns,” said Corinne Le Quéré, a climate scientist at the University of East Anglia who has tracked global carbon dioxide emissions during the pandemic.'",['Corinne Le Quéré'],University of East Anglia
9080,6944,9080,"'There is still some additional risk of bad outcomes as you enter each older decade of age up to age 70 even without an underlying condition, but it isn’t as pronounced as the risks for adult workers of all ages with health problems,” Daniel Kim, an epidemiologist and professor at Northeastern University in Boston.\n\n\n'",['Daniel Kim'],Northeastern University
9092,6950,9092,"'It hasn’t worked out as they planned,” said Kent Smetters, the director of the Penn Wharton Budget Model at the University of Pennsylvania, which is analyzing the impact of government policies on coronavirus deaths and the economy.'",['Kent Smetters'],University of Pennsylvania
9121,6962,9121,"'What’s happened in the U.S. is utterly tragic, and seems like a consequence of appalling leadership and incompetent government,” said Devi Sridhar, an American who is a professor of global health at the University of Edinburgh.'",['Devi Sridhar'],University of Edinburgh
9151,6978,9151,"'Music was a constant and crucial component of the everyday life in the Nazi-run camps,” said Guido Fackler, a professor of museology at the University of Wurzburg, Germany, and an expert on concentration camp music.\n'",['Guido Fackler'],University of Würzburg
9151,6979,9151,"'Publications and conferences are taking place,” said Carla Shapreau, senior fellow at the University of California, Berkeley, and an expert on looted music material.'",['Carla Shapreau'],"University of California, Berkeley"
9163,6990,9163,"'In this situation, with Covid specifically, reflecting on would you be OK if you never got this money back is probably a good idea,” said Mariel Beasley, co-founder of the Common Cents Lab, a financial behavior research lab at Duke University.'","['Cents Lab', 'Mariel Beasley']",Duke University
9185,7007,9185,"'It’s hard to draw any other conclusion.”\nRepresentative Carolyn B. Maloney of New York, the Democratic chair of a House committee overseeing the bureau, called the appointees “political operatives” chosen by the Trump administration and accused officials of “using the census for political gain.”\n\n\nKenneth Prewitt, a Columbia University professor who headed the Census Bureau during the 2000 count, called the appointments “a frightening development.'","['Prewitt', 'Carolyn B. Maloney']",Columbia University
9196,7014,9196,"'It will be much riskier to go to one meter,” said Susan Michie, a professor of health psychology at University College London, who is a member of the government advisory panel.'",['Susan Michie'],University College London
9211,7018,9211,"'That these young, socially progressive, outward-looking people who are really adept at using these online platforms — who are stuck at home and online even more because of Covid-19 — that these people are doing political things is not surprising,” added Ms. Saeji, a visiting assistant professor of East Asian culture at Indiana University Bloomington.'","['Saeji', 'Bloomington']",Indiana University
9221,7030,9221,"'The way British soaps organize time is important,” said Christine Geraghty, a professor of film and television studies at the University of Glasgow.'",['Christine Geraghty'],University of Glasgow
9256,7050,9256,"'What I don’t want people to do is to be so paranoid about eating with gloves,” Donald Schaffner, a professor of food science at Rutgers, said, “that they forget that the overwhelming majority of the risk comes from other people.'",['Donald Schaffner'],"Rutgers, the State University of New Jersey"
9256,7054,9256,"'What I don’t want people to do is to be so paranoid about eating with gloves,” Donald Schaffner, a professor of food science at Rutgers, said, “that they forget that the overwhelming majority of the risk comes from other people.'",['Donald Schaffner'],"Rutgers, the State University of New Jersey"
9333,7100,9333,"'These tests are woven into the fabric of medicine,” said Dr. David Jones, the paper’s senior author, a Harvard historian who also teaches ethics to medical students.\n\n\n'",['David Jones'],Harvard University
9395,7136,9395,"'What you’re seeing now is the expediency of helping people instead of spending the time asking everyone if it’s OK,” said Matthew Kwatinetz, director of the Urban Lab at the Schack Institute of Real Estate at New York University’s School of Professional Studies.\n\n\n'",['Matthew Kwatinetz'],New York University
9399,7140,9399,"'They have long-lasting impacts on a child’s future physical and mental health, employment, education and income,” said Janet Currie, an economist at Princeton.'",['Janet Currie'],Princeton University
9402,7141,9402,"'It’s not unheard-of that one hospital can charge 100 times the price of another for the same thing,” said Dr. Renee Hsia, a professor at the University of California, San Francisco, and an author of the appendectomy study.'",['Renee Hsia'],"University of California, Berkeley"
9453,7174,9453,"'Vanessa Kisuuli, a black woman who is the resident poet of Bristol, said she feared the toppling of the statue would be “swept up in a narrative of thuggery.'",['Vanessa Kisuuli'],University of Bristol
9464,7180,9464,'Secretary of State Dean Rusk testified before Congress that the quota system telegraphed to the world that “our standards of judgment are not based on merit” but rather on “bias and prejudice.',['Dean Rusk'],Pennsylvania State University
9466,7181,9466,"'We often joke that men drivers never ask for directions,” observed Dr. Ezekiel Emanuel of the University of Pennsylvania.'",['Ezekiel Emanuel'],University of Pennsylvania
9479,7186,9479,"'Churchill clearly made racist statements,” said Steven Fielding, a professor of political history at the University of Nottingham, while adding that the wartime leader is such a popular and prominent figure in Britain that Mr. Johnson stands to gain politically from defending him.\n'","['Steven Fielding', 'Johnson']",University of Nottingham
9486,7189,9486,"'In a letter last week, seven Republican senators urged Secretary of State Mike Pompeo to find a resolution since the department “has not taken steps to innovate or adapt to a remote working process for this particular function.'",['Mike Pompeo'],Pennsylvania State University
9489,7192,9489,"'All of these white people on the front lines of these protests go back to their white neighborhoods and their overwhelmingly white and better schools,” said Hakeem Jefferson, who is black and a political scientist at Stanford University.'",['Hakeem Jefferson'],Stanford University
