,idx,quote,people,orgs,source,gender
5930,7787,"'The state’s highest court has spoken: the governor can’t unilaterally move the date of the election,” Robin Vos, the speaker of the Wisconsin State Assembly, and Scott Fitzgerald, the State Senate majority leader, who are both Republicans, said in a joint statement after the court’s decision.\n'","['Scott Fitzgerald', 'Robin Vos']","[""’s decision.\\n'"", 'State Senate', 'the Wisconsin State Assembly']",The New York Times,0
5931,7789,"'In reality, we don’t know,” said Prof. Howard Markel, a doctor and historian of medicine at the University of Michigan, when asked if New York was nearing the peak.'",['Howard Markel'],['the University of Michigan'],The New York Times,0
5932,7789,"'Steve Corwin, the chief executive of NewYork-Presbyterian Hospital, said he predicts the peak will happen “on or around April 15th.'",['Steve Corwin'],['NewYork-Presbyterian Hospital'],The New York Times,0
5933,7789,"'There are signs we are hitting a plateau,” Mark Levine, who heads the council’s Committee on Health, said on Twitter on Monday.\n\n\n'","['Monday.\\n\\n\\n', 'Mark Levine']",['’s Committee on Health'],The New York Times,0
5934,7789,"'I hope that the rest of the country sees that these lockdowns are essential,” Mr. Corwin, the president of NewYork-Presbyterian, said.'",['Corwin'],['NewYork-Presbyterian'],The New York Times,0
5935,7791,"'I especially delight in seeing the look of accomplishment on these young musicians’ faces when they walk offstage after a concert, into the wings where I like to stand and congratulate them,” Mr. Lionti told the Met Orchestra Musicians blog in 2014.\n'",['Lionti'],['the Met Orchestra Musicians'],The New York Times,0
5936,7795,"'If you rattle the cage too much, the deal could collapse,” said Jared A. Ellias, a professor at the University of California'",['Jared A. Ellias'],"[""the University of California'""]",The New York Times,0
5937,7795,"'It’s a house of cards in that everything is interconnected,” said George Triantis, a professor at Stanford Law School.'",['George Triantis'],['Stanford Law School'],The New York Times,0
5938,7795,"'Ms. Gowin’s lawyer, Steven Kane, said that on a call last week involving scores of lawyers for victims of Northern California wildfires caused by PGE’s equipment, several urged delaying any vote on the settlement to keep their clients from “holding the bag for PGE’s recklessness and negligence.'","['Steven Kane', 'Gowin']",['PGE’s'],The New York Times,0
5939,7799,"'We don’t think many kids get severe disease, so are kids transmitting the disease at a significant rate that’s going to propagate this outbreak?” asked Dr. Srinivas Murthy, an associate professor of pediatrics at the University of British Columbia, who was not involved in the study.'",['Srinivas Murthy'],['the University of British Columbia'],The New York Times,0
5940,7803,"'The two connected after Mr. Biden’s team renewed efforts to reach out to the White House on Monday following a tweet by Mr. Trump that read, “What ever happened to that phone call he told the Fake News he wanted to make to me?”\nOne person familiar with the discussion described it as mutually respectful, saying it lasted between five and 10 minutes and focused solely on the virus.\n'","['Trump', 'Biden']",['the White House'],The New York Times,0
5942,7811,"'I urge Treasury and the Federal Reserve to launch a secondary market facility to purchase Program loans from originating institutions,” Rebeca Romero Rainey, president of Independent Community Bankers of America, wrote in letter to Mr. Mnuchin and other government officials on Saturday.\n'",['Mnuchin'],['Independent Community Bankers of America'],The New York Times,0
5943,7820,"'She taught us to look at the world through the prism of color,” Pierre-Alexis Dumas, the artistic director of Hermès and a cousin of Axel, said.'",['Pierre-Alexis Dumas'],"['Hermès', 'Axel']",The New York Times,0
5944,7828,"'We are working harder than ever to offer a moment of fun, self-esteem, lightness and distraction to all those in need of it,” the editor, Stefano Bartezzaghi, wrote a few weeks ago in a Facebook post.'",['Facebook'],['Stefano Bartezzaghi'],The New York Times,0
5945,7831,"'In your words\nAfter we discussed with my colleague Kevin Roose last week why the pandemic seems to be bringing out the best in everyone online, we heard from Greg Herbert in Orlando, Florida:\nMy 5th grader, whose school started doing Zoom classes and “distance learning” last week, made the comment at dinner this whole transition to doing things virtual/online was “bringing out the best in everyone.'","['Greg Herbert', 'Kevin Roose']",['Florida:\\nMy 5th'],The New York Times,0
5946,7833,"'By making these kinds of historic, early investments in our online-battleground infrastructure, the D.N.C. is putting our eventual nominee and Democrats running at every level of the ballot in the strongest possible position to secure victory in November,” said Tom Perez, the Democratic Party chairman.\n'",['Tom Perez'],['the Democratic Party'],The New York Times,0
5947,7835,"'The next wave of talent, all future waves of talent, aren’t going to come from traditional places,” said Jad Dayeh, co-head of digital at WME.'",['Jad Dayeh'],['WME'],The New York Times,0
5948,7835,"'Frankly, we’re in a very for-profit business,” said Andrew Graham, an agent in Creative Artists Agency’s digital department.'",['Andrew Graham'],['Creative Artists Agency’s'],The New York Times,0
5949,7835,"'It’s the Wild West,” said Alison Berman, co-head of digital talent at UTA.'",['Alison Berman'],['UTA'],The New York Times,0
5950,7835,"'There wasn’t a lot of money going around, it was really early days,” said Alec Shankman, a comanaging partner at A3 Artists Agency, formerly known as Abrams.'","['Alec Shankman', 'Abrams']",['A3 Artists Agency'],The New York Times,0
5951,7840,"'Don Levy, director of the Siena College Research Institute said the results showed a silver lining: About three-quarters of respondents said they were grateful for having time with those closest to them, and that they enjoy “the small things even more now.'",['Don Levy'],['the Siena College Research Institute'],The New York Times,0
5952,7841,"'The animals that we care for rely on us for everything,” Jim Breheny, the director of the Bronx Zoo, told The Times last week before the coronavirus case had been confirmed.\n'",['Jim Breheny'],"['Times', 'the Bronx Zoo']",The New York Times,0
5953,7844,"'Based on everything we’ve seen so far, I would think that the chances that the virus is in milk at a high load are probably very slim,” said Lars Bode, Ph.D., the director of the Mother-Milk-Infant Center of Research Excellence at U.C. San Diego.'","['Ph.D.', 'Lars Bode']","['the Mother-Milk-Infant Center of Research Excellence', 'U.C. San Diego']",The New York Times,0
5955,7852,"'Over time, it is becoming more difficult for young families to accumulate wealth,” said William R. Emmons, the lead economist at the St. Louis Federal Reserve’s Center for Household Financial Stability.'",['William R. Emmons'],['the St. Louis Federal Reserve’s Center for Household Financial Stability'],The New York Times,0
5956,7853,"'In The Washington Post a few days ago, Michael Gerson, a conservative who worked in Bush’s White House, wrote that Trump’s spirit is “a vast, trackless wasteland.'","['Bush', 'Michael Gerson']","['Trump’s', '’s White House', 'The Washington Post']",The New York Times,0
5958,7858,"'The reality really does not set in right away for them,” Krzyzewski, who has won five national championships at Duke, said in a recent telephone interview.\n'",['Krzyzewski'],['Duke'],The New York Times,0
5959,7859,"'March Madness is sort of the epitome of sports betting,” said Yaniv Sherman, the top U.S. executive at 888 Holdings, which offers sports betting in three states, though not Iowa.'",['Yaniv Sherman'],['Holdings'],The New York Times,0
5960,7859,"'I don’t think that any form of gaming is uniquely isolated from the pressure of economic hardship,” said Chris Grove, an analyst at Eilers  Krejcik Gaming.\n'","[""Krejcik Gaming.\\n'"", 'Chris Grove']",['Eilers'],The New York Times,0
5961,7859,"'While there’s been a separation of church and state, so to speak, it’s the first time we’re getting it blended,” Samir Mowad, the general manager of two Caesars Entertainment properties in Council Bluffs, said in February.\n'",['Samir Mowad'],"['Council Bluffs', 'Caesars Entertainment']",The New York Times,0
5962,7860,"'We can hold out at least for some time,” said Wim Mijs, chief executive of the European Banking Federation, an industry group.'",['Wim Mijs'],['the European Banking Federation'],The New York Times,0
5963,7860,"'Losses from big corporate borrowers are the big concern at the moment,” said Nicolas Véron, a senior fellow at Bruegel, a research organization in Brussels.\n'",['Nicolas Véron'],['Bruegel'],The New York Times,0
5964,7860,"'In a worst-case scenario, it could trigger another financial crisis,” Marcel Fratzscher, president of the German Institute for Economic Research in Berlin, told reporters on Thursday.'",['Marcel Fratzscher'],['the German Institute for Economic Research'],The New York Times,0
